Matched phv,TOPMed Study,TOPMed Harmonized Variable,dbGap Variable Description,dbGap Variable Name,TOPMed Component ID,dbGap phs,dbGap phv,dbGap pht,dbGap pht Name,dbGap Study Name
phv00021728,FHS,cimt_2,MEAN OF MAX IMT FOR BOTH LEFT AND RIGHT COMMON CAROTID ARTERIES IN DIASTOLE (MM),CCD_MEMX,phs000007.v29.pht000083.v6.phv00021728.v5,phs000007.v33.p14,phv00021728.v8.p14,pht000083.v9.p14,carotid1_6s,Framingham Cohort
phv00177940,FHS,cimt_2,Age at Exam 6,age6,phs000007.v29.pht003099.v4.phv00177940.v4,phs000007.v33.p14,phv00177940.v8.p14,pht003099.v8.p14,vr_dates_2019_a_1175s,Framingham Cohort
phv00177930,FHS,cac_volume_1,Age at Exam 1,age1,phs000007.v29.pht003099.v4.phv00177930.v4,phs000007.v33.p14,phv00177930.v8.p14,pht003099.v8.p14,vr_dates_2019_a_1175s,Framingham Cohort
phv00257671,FHS,cac_volume_1,Coronary artery calcium volume,CAC_V,phs000007.v29.pht005161.v1.phv00257671.v1,phs000007.v33.p14,phv00257671.v4.p14,pht005161.v4.p14,t_ctthrcac_2011_m_0682s,Framingham Cohort
phv00257672,FHS,cac_volume_1,CT scan date,scan_date,phs000007.v29.pht005161.v1.phv00257672.v1,phs000007.v33.p14,phv00257672.v4.p14,pht005161.v4.p14,t_ctthrcac_2011_m_0682s,Framingham Cohort
phv00204712,ARIC,carotid_plaque_1,Age at visit 1 [Cohort. Visit 1],V1AGE01,phs000280.v3.pht004063.v1.phv00204712.v1,phs000280.v8.p2,phv00204712.v2.p2,pht004063.v3.p2,DERIVE13,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00204791,ARIC,carotid_plaque_1,Plaque (with or without shadowing) in any carotid site [Cohort. Visit 1],PLAQUE01,phs000280.v3.pht004063.v1.phv00204791.v1,phs000280.v8.p2,phv00204791.v2.p2,pht004063.v3.p2,DERIVE13,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00100290,CHS,carotid_plaque_1,COHORT,PERSTAT,phs000287.v6.pht001452.v1.phv00100290.v1,phs000287.v7.p1,phv00100290.v1.p1,pht001452.v1.p1,BASEBOTH,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00100487,CHS,carotid_plaque_1,CALCULATED AGE AT BASELINE,AGEBL,phs000287.v6.pht001452.v1.phv00100487.v1,phs000287.v7.p1,phv00100487.v1.p1,pht001452.v1.p1,BASEBOTH,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00101306,CHS,carotid_plaque_1,"YEAR 5 LESION MORPHOLOGY, RT SIDE",LMRPH141,phs000287.v6.pht001473.v1.phv00101306.v1,phs000287.v7.p1,phv00101306.v1.p1,pht001473.v1.p1,ULTRAYR5,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00101307,CHS,carotid_plaque_1,"YEAR 5 LESION MORPHOLOGY, LFT SIDE",LMRPH241,phs000287.v6.pht001473.v1.phv00101307.v1,phs000287.v7.p1,phv00101307.v1.p1,pht001473.v1.p1,ULTRAYR5,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00101317,CHS,carotid_plaque_1,"BL REREAD LESION MORPHOLOGY, RT SIDE",LMRPH155,phs000287.v6.pht001473.v1.phv00101317.v1,phs000287.v7.p1,phv00101317.v1.p1,pht001473.v1.p1,ULTRAYR5,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00101318,CHS,carotid_plaque_1,"BL REREAD LESION MORPHOLOGY, LFT SIDE",LMRPH255,phs000287.v6.pht001473.v1.phv00101318.v1,phs000287.v7.p1,phv00101318.v1.p1,pht001473.v1.p1,ULTRAYR5,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00082639,MESA,carotid_plaque_1,AGE,age1c,phs000209.v13.pht001111.v4.phv00082639.v2,phs000209.v13.p3,phv00082639.v2.p3,pht001111.v4.p3,MESA_AirNRExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00084442,MESA,carotid_plaque_1,AGE,age1c,phs000209.v13.pht001116.v10.phv00084442.v3,phs000209.v13.p3,phv00084442.v3.p3,pht001116.v10.p3,MESA_Exam1Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00084797,MESA,carotid_plaque_1,RIGHT MORPHOLOGY,rmorph1,phs000209.v13.pht001116.v10.phv00084797.v2,phs000209.v13.p3,phv00084797.v2.p3,pht001116.v10.p3,MESA_Exam1Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00084802,MESA,carotid_plaque_1,LEFT MORPHOLOGY,lmorph1,phs000209.v13.pht001116.v10.phv00084802.v2,phs000209.v13.p3,phv00084802.v2.p3,pht001116.v10.p3,MESA_Exam1Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00087071,MESA,carotid_plaque_1,AGE,agefc,phs000209.v13.pht001121.v3.phv00087071.v1,phs000209.v13.p3,phv00087071.v1.p3,pht001121.v3.p3,MESA_FamilyExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00100691,CHS,cac_score_1,Coronary Artery Calcification by electron beam CYT scan,CACSCORE,phs000287.v6.pht001459.v1.phv00100691.v1,phs000287.v7.p1,phv00100691.v1.p1,pht001459.v1.p1,CHS_CAC,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00102583,CHS,cac_score_1,AGE AT YEAR 11,AGEY11,phs000287.v6.pht001475.v1.phv00102583.v1,phs000287.v7.p1,phv00102583.v1.p1,pht001475.v1.p1,YR11,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00126002,JHS,cac_score_1,24. Agatston Score All Coronary (does not include others),CSTA24,phs000286.v5.pht001948.v1.phv00126002.v1,phs000286.v7.p2,phv00126002.v2.p2,pht001948.v3.p2,csta,Jackson Heart Study (JHS) Cohort
phv00204712,ARIC,cimt_1,Age at visit 1 [Cohort. Visit 1],V1AGE01,phs000280.v3.pht004063.v1.phv00204712.v1,phs000280.v8.p2,phv00204712.v2.p2,pht004063.v3.p2,DERIVE13,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00211095,ARIC,cimt_1,"Average far wall width, left common carotid: optimal angle [Ultrasound Derived Data. UBMD4. Visit 1]",LOPAAV45,phs000280.v3.pht004207.v1.phv00211095.v1,phs000280.v8.p2,phv00211095.v2.p2,pht004207.v3.p2,UBMD4,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00211096,ARIC,cimt_1,"Average far wall width, left common carotid: anterior angle [Ultrasound Derived Data. UBMD4. Visit 1]",LANAAV45,phs000280.v3.pht004207.v1.phv00211096.v1,phs000280.v8.p2,phv00211096.v2.p2,pht004207.v3.p2,UBMD4,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00211097,ARIC,cimt_1,"Average far wall width, left common carotid: posterior angle [Ultrasound Derived Data. UBMD4. Visit 1]",LPOAAV45,phs000280.v3.pht004207.v1.phv00211097.v1,phs000280.v8.p2,phv00211097.v2.p2,pht004207.v3.p2,UBMD4,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00211101,ARIC,cimt_1,"Average far wall width, right common carotid: optimal angle [Ultrasound Derived Data. UBMD4. Visit 1]",ROPAAV45,phs000280.v3.pht004207.v1.phv00211101.v1,phs000280.v8.p2,phv00211101.v2.p2,pht004207.v3.p2,UBMD4,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00211102,ARIC,cimt_1,"Average far wall width, right common carotid: anterior angle [Ultrasound Derived Data. UBMD4. Visit 1]",RANAAV45,phs000280.v3.pht004207.v1.phv00211102.v1,phs000280.v8.p2,phv00211102.v2.p2,pht004207.v3.p2,UBMD4,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00211103,ARIC,cimt_1,"Average far wall width, right common carotid: posterior angle [Ultrasound Derived Data. UBMD4. Visit 1]",RPOAAV45,phs000280.v3.pht004207.v1.phv00211103.v1,phs000280.v8.p2,phv00211103.v2.p2,pht004207.v3.p2,UBMD4,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00100487,CHS,cimt_1,CALCULATED AGE AT BASELINE,AGEBL,phs000287.v6.pht001452.v1.phv00100487.v1,phs000287.v7.p1,phv00100487.v1.p1,pht001452.v1.p1,BASEBOTH,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00100864,CHS,cimt_1,Mean of the mean far wall intima media t (var=CCA_FWME),CCA_FWME,phs000287.v6.pht001468.v1.phv00100864.v1,phs000287.v7.p1,phv00100864.v1.p1,pht001468.v1.p1,IMT_POLACK,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00076366,FHS,cimt_1,Mean of the mean common carotid IMT far wall of both sides,cca_fw_mean_imt,phs000007.v29.pht000907.v5.phv00076366.v4,phs000007.v33.p14,phv00076366.v7.p14,pht000907.v8.p14,imtcarotid1_6s,Framingham Cohort
phv00177940,FHS,cimt_1,Age at Exam 6,age6,phs000007.v29.pht003099.v4.phv00177940.v4,phs000007.v33.p14,phv00177940.v8.p14,pht003099.v8.p14,vr_dates_2019_a_1175s,Framingham Cohort
phv00204871,ARIC,mcv_entvol_rbc_1,Age at visit 3 [Cohort. Visit 3],V3AGE31,phs000280.v4.pht004064.v2.phv00204871.v1,phs000280.v8.p2,phv00204871.v2.p2,pht004064.v3.p2,DERIVE37,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00207282,ARIC,mcv_entvol_rbc_1,Mean corpuscular volume (MCV) (to nearest whole unit). Q13 [Hematology Form. HMTB. Visit 2],HMTB13,phs000280.v4.pht004108.v2.phv00207282.v1,phs000280.v8.p2,phv00207282.v2.p2,pht004108.v3.p2,HMTB,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00207293,ARIC,mcv_entvol_rbc_1,MCV. Q6 [Hematology Lab. HMTCV301. Visit 3],HMTC6,phs000280.v4.pht004109.v2.phv00207293.v1,phs000280.v8.p2,phv00207293.v2.p2,pht004109.v3.p2,HMTCV301,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00207305,ARIC,mcv_entvol_rbc_1,MCV. Q6 [Hematology Lab. HMTCV401. Visit 4],HMTC6,phs000280.v4.pht004110.v2.phv00207305.v1,phs000280.v8.p2,phv00207305.v2.p2,pht004110.v3.p2,HMTCV401,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00294959,ARIC,mcv_entvol_rbc_1,"Mean cell volume, Mcv [Complete Blood Count, CBC, Visit 5]",CBC8,phs000280.v4.pht006422.v1.phv00294959.v1,phs000280.v8.p2,phv00294959.v2.p2,pht006422.v2.p2,CBC,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00112439,CARDIA,mcv_entvol_rbc_1,AGE VERIFY,A01AGE2,phs000285.v3.pht001559.v2.phv00112439.v2,phs000285.v3.p2,phv00112439.v2.p2,pht001559.v2.p2,A4F01,CARDIA Cohort
phv00112687,CARDIA,mcv_entvol_rbc_1,"RED CELL COUNT (X 1,000,000)",A05RBC,phs000285.v3.pht001563.v2.phv00112687.v2,phs000285.v3.p2,phv00112687.v2.p2,pht001563.v2.p2,A4F05,CARDIA Cohort
phv00112689,CARDIA,mcv_entvol_rbc_1,HEMATOCRIT (%),A05HCT,phs000285.v3.pht001563.v2.phv00112689.v2,phs000285.v3.p2,phv00112689.v2.p2,pht001563.v2.p2,A4F05,CARDIA Cohort
phv00226251,HCHS_SOL,mcv_entvol_rbc_1,Age,AGE,phs000810.v1.pht004715.v1.phv00226251.v1,phs000810.v2.p2,phv00226251.v2.p2,pht004715.v2.p2,HCHS_SOL_Cohort_Subject_Phenotypes,Hispanic Community Health Study /Study of Latinos (HCHS/SOL)
phv00226304,HCHS_SOL,mcv_entvol_rbc_1,Mean Corpuscular Volume (fl) (LABA5),LABA5,phs000810.v1.pht004715.v1.phv00226304.v1,phs000810.v2.p2,phv00226304.v2.p2,pht004715.v2.p2,HCHS_SOL_Cohort_Subject_Phenotypes,Hispanic Community Health Study /Study of Latinos (HCHS/SOL)
phv00127625,JHS,mcv_entvol_rbc_1,Mcv FL [Visit 1],MCV,phs000286.v5.pht001959.v1.phv00127625.v1,phs000286.v7.p2,phv00127625.v2.p2,pht001959.v2.p2,loca,Jackson Heart Study (JHS) Cohort
phv00176011,MESA,mcv_entvol_rbc_1,AGE AT EXAM 5,age5c,phs000209.v13.pht003091.v3.phv00176011.v1,phs000209.v13.p3,phv00176011.v1.p3,pht003091.v3.p3,MESA_Exam5Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00218990,MESA,mcv_entvol_rbc_1,RED BLOOD CELL (RBC) (x10E6/uL),rbc5,phs000209.v13.pht004319.v1.phv00218990.v1,phs000209.v13.p3,phv00218990.v1.p3,pht004319.v1.p3,MESA_AncilMesaEpigenomicCBC,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00218992,MESA,mcv_entvol_rbc_1,HEMATOCRIT (%),hct5,phs000209.v13.pht004319.v1.phv00218992.v1,phs000209.v13.p3,phv00218992.v1.p3,pht004319.v1.p3,MESA_AncilMesaEpigenomicCBC,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00204712,ARIC,hematocrit_vfr_bld_1,Age at visit 1 [Cohort. Visit 1],V1AGE01,phs000280.v4.pht004063.v2.phv00204712.v1,phs000280.v8.p2,phv00204712.v2.p2,pht004063.v3.p2,DERIVE13,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00204871,ARIC,hematocrit_vfr_bld_1,Age at visit 3 [Cohort. Visit 3],V3AGE31,phs000280.v4.pht004064.v2.phv00204871.v1,phs000280.v8.p2,phv00204871.v2.p2,pht004064.v3.p2,DERIVE37,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00207255,ARIC,hematocrit_vfr_bld_1,Hematocrit % (MAV). Q1 [Hematology Form. HMTA. Visit 1],HMTA01,phs000280.v4.pht004107.v2.phv00207255.v1,phs000280.v8.p2,phv00207255.v2.p2,pht004107.v3.p2,HMTA,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00207270,ARIC,hematocrit_vfr_bld_1,Hematocrit % (MAV). Q1 [Hematology Form. HMTB. Visit 2],HMTB01,phs000280.v4.pht004108.v2.phv00207270.v1,phs000280.v8.p2,phv00207270.v2.p2,pht004108.v3.p2,HMTB,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00207289,ARIC,hematocrit_vfr_bld_1,Hematocrit. Q5 [Hematology Lab. HMTCV301. Visit 3],HMTC5,phs000280.v4.pht004109.v2.phv00207289.v1,phs000280.v8.p2,phv00207289.v2.p2,pht004109.v3.p2,HMTCV301,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00207301,ARIC,hematocrit_vfr_bld_1,Hematocrit. Q5 [Hematology Lab. HMTCV401. Visit 4],HMTC5,phs000280.v4.pht004110.v2.phv00207301.v1,phs000280.v8.p2,phv00207301.v2.p2,pht004110.v3.p2,HMTCV401,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00294957,ARIC,hematocrit_vfr_bld_1,"Hematocrit, Hct [Complete Blood Count, CBC, Visit 5]",CBC6,phs000280.v4.pht006422.v1.phv00294957.v1,phs000280.v8.p2,phv00294957.v2.p2,pht006422.v2.p2,CBC,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00112439,CARDIA,hematocrit_vfr_bld_1,AGE VERIFY,A01AGE2,phs000285.v3.pht001559.v2.phv00112439.v2,phs000285.v3.p2,phv00112439.v2.p2,pht001559.v2.p2,A4F01,CARDIA Cohort
phv00112689,CARDIA,hematocrit_vfr_bld_1,HEMATOCRIT (%),A05HCT,phs000285.v3.pht001563.v2.phv00112689.v2,phs000285.v3.p2,phv00112689.v2.p2,pht001563.v2.p2,A4F05,CARDIA Cohort
phv00100413,CHS,hematocrit_vfr_bld_1,HEMATOCRIT (%),HEMATO23,phs000287.v6.pht001452.v1.phv00100413.v1,phs000287.v7.p1,phv00100413.v1.p1,pht001452.v1.p1,BASEBOTH,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00100487,CHS,hematocrit_vfr_bld_1,CALCULATED AGE AT BASELINE,AGEBL,phs000287.v6.pht001452.v1.phv00100487.v1,phs000287.v7.p1,phv00100487.v1.p1,pht001452.v1.p1,BASEBOTH,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00226251,HCHS_SOL,hematocrit_vfr_bld_1,Age,AGE,phs000810.v1.pht004715.v1.phv00226251.v1,phs000810.v2.p2,phv00226251.v2.p2,pht004715.v2.p2,HCHS_SOL_Cohort_Subject_Phenotypes,Hispanic Community Health Study /Study of Latinos (HCHS/SOL)
phv00226303,HCHS_SOL,hematocrit_vfr_bld_1,% Hematocrit (LABA4),LABA4,phs000810.v1.pht004715.v1.phv00226303.v1,phs000810.v2.p2,phv00226303.v2.p2,pht004715.v2.p2,HCHS_SOL_Cohort_Subject_Phenotypes,Hispanic Community Health Study /Study of Latinos (HCHS/SOL)
phv00127614,JHS,hematocrit_vfr_bld_1,Hematocrit % [Visit 1],HEMATOCRIT,phs000286.v5.pht001959.v1.phv00127614.v1,phs000286.v7.p2,phv00127614.v2.p2,pht001959.v2.p2,loca,Jackson Heart Study (JHS) Cohort
phv00176011,MESA,hematocrit_vfr_bld_1,AGE AT EXAM 5,age5c,phs000209.v13.pht003091.v3.phv00176011.v1,phs000209.v13.p3,phv00176011.v1.p3,pht003091.v3.p3,MESA_Exam5Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00218992,MESA,hematocrit_vfr_bld_1,HEMATOCRIT (%),hct5,phs000209.v13.pht004319.v1.phv00218992.v1,phs000209.v13.p3,phv00218992.v1.p3,pht004319.v1.p3,MESA_AncilMesaEpigenomicCBC,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00077362,WHI,hematocrit_vfr_bld_1,CBC Visit year,CBCVY,phs000200.v11.pht000986.v6.phv00077362.v6,phs000200.v12.p3,phv00077362.v6.p3,pht000986.v6.p3,cbc_rel1,Women's Health Initiative
phv00077363,WHI,hematocrit_vfr_bld_1,CBC Days since randomization/enrollment,CBCDAYS,phs000200.v11.pht000986.v6.phv00077363.v6,phs000200.v12.p3,phv00077363.v6.p3,pht000986.v6.p3,cbc_rel1,Women's Health Initiative
phv00077365,WHI,hematocrit_vfr_bld_1,Hematocrit (%),HEMATOCR,phs000200.v11.pht000986.v6.phv00077365.v6,phs000200.v12.p3,phv00077365.v6.p3,pht000986.v6.p3,cbc_rel1,Women's Health Initiative
phv00078436,WHI,hematocrit_vfr_bld_1,F2 Days since randomization,F2DAYS,phs000200.v11.pht000998.v6.phv00078436.v6,phs000200.v12.p3,phv00078436.v6.p3,pht000998.v6.p3,f2_rel1,Women's Health Initiative
phv00078437,WHI,hematocrit_vfr_bld_1,Age at screening,AGE,phs000200.v11.pht000998.v6.phv00078437.v6,phs000200.v12.p3,phv00078437.v6.p3,pht000998.v6.p3,f2_rel1,Women's Health Initiative
phv00204712,ARIC,basophil_ncnc_bld_1,Age at visit 1 [Cohort. Visit 1],V1AGE01,phs000280.v4.pht004063.v2.phv00204712.v1,phs000280.v8.p2,phv00204712.v2.p2,pht004063.v3.p2,DERIVE13,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00207257,ARIC,basophil_ncnc_bld_1,White blood count x1000/mm3 (MAV). Q3 [Hematology Form. HMTA. Visit 1],HMTA03,phs000280.v4.pht004107.v2.phv00207257.v1,phs000280.v8.p2,phv00207257.v2.p2,pht004107.v3.p2,HMTA,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00207264,ARIC,basophil_ncnc_bld_1,Basophils % Q10 [Hematology Form. HMTA. Visit 1],HMTA10,phs000280.v4.pht004107.v2.phv00207264.v1,phs000280.v8.p2,phv00207264.v2.p2,pht004107.v3.p2,HMTA,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00207272,ARIC,basophil_ncnc_bld_1,White blood count x1000/mm3 (MAV). Q3 [Hematology Form. HMTB. Visit 2],HMTB03,phs000280.v4.pht004108.v2.phv00207272.v1,phs000280.v8.p2,phv00207272.v2.p2,pht004108.v3.p2,HMTB,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00207279,ARIC,basophil_ncnc_bld_1,Basophils %. Q10 [Hematology Form. HMTB. Visit 2],HMTB10,phs000280.v4.pht004108.v2.phv00207279.v1,phs000280.v8.p2,phv00207279.v2.p2,pht004108.v3.p2,HMTB,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00112439,CARDIA,basophil_ncnc_bld_1,AGE VERIFY,A01AGE2,phs000285.v3.pht001559.v2.phv00112439.v2,phs000285.v3.p2,phv00112439.v2.p2,pht001559.v2.p2,A4F01,CARDIA Cohort
phv00112686,CARDIA,basophil_ncnc_bld_1,WHITE CELL COUNT (X 1000),A05WBC,phs000285.v3.pht001563.v2.phv00112686.v2,phs000285.v3.p2,phv00112686.v2.p2,pht001563.v2.p2,A4F05,CARDIA Cohort
phv00112696,CARDIA,basophil_ncnc_bld_1,BASOPHILS (%),A05BASO,phs000285.v3.pht001563.v2.phv00112696.v2,phs000285.v3.p2,phv00112696.v2.p2,pht001563.v2.p2,A4F05,CARDIA Cohort
phv00226251,HCHS_SOL,basophil_ncnc_bld_1,Age,AGE,phs000810.v1.pht004715.v1.phv00226251.v1,phs000810.v2.p2,phv00226251.v2.p2,pht004715.v2.p2,HCHS_SOL_Cohort_Subject_Phenotypes,Hispanic Community Health Study /Study of Latinos (HCHS/SOL)
phv00226283,HCHS_SOL,basophil_ncnc_bld_1,White Blood Count (x10e9) (LABA1),LABA1,phs000810.v1.pht004715.v1.phv00226283.v1,phs000810.v2.p2,phv00226283.v2.p2,pht004715.v2.p2,HCHS_SOL_Cohort_Subject_Phenotypes,Hispanic Community Health Study /Study of Latinos (HCHS/SOL)
phv00226288,HCHS_SOL,basophil_ncnc_bld_1,% Basophils (LABA14),LABA14,phs000810.v1.pht004715.v1.phv00226288.v1,phs000810.v2.p2,phv00226288.v2.p2,pht004715.v2.p2,HCHS_SOL_Cohort_Subject_Phenotypes,Hispanic Community Health Study /Study of Latinos (HCHS/SOL)
phv00127620,JHS,basophil_ncnc_bld_1,Baso: diff measure % [Visit 1],BASO,phs000286.v5.pht001959.v1.phv00127620.v1,phs000286.v7.p2,phv00127620.v2.p2,pht001959.v2.p2,loca,Jackson Heart Study (JHS) Cohort
phv00127631,JHS,basophil_ncnc_bld_1,White blood cells TH/CMM [Visit 1],WBC,phs000286.v5.pht001959.v1.phv00127631.v1,phs000286.v7.p2,phv00127631.v2.p2,pht001959.v2.p2,loca,Jackson Heart Study (JHS) Cohort
phv00176011,MESA,basophil_ncnc_bld_1,AGE AT EXAM 5,age5c,phs000209.v13.pht003091.v3.phv00176011.v1,phs000209.v13.p3,phv00176011.v1.p3,pht003091.v3.p3,MESA_Exam5Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00219002,MESA,basophil_ncnc_bld_1,BASOPHIL (ABSOLUTE) (x10E3/uL),basosa5,phs000209.v13.pht004319.v1.phv00219002.v1,phs000209.v13.p3,phv00219002.v1.p3,pht004319.v1.p3,MESA_AncilMesaEpigenomicCBC,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00204712,ARIC,monocyte_ncnc_bld_1,Age at visit 1 [Cohort. Visit 1],V1AGE01,phs000280.v4.pht004063.v2.phv00204712.v1,phs000280.v8.p2,phv00204712.v2.p2,pht004063.v3.p2,DERIVE13,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00207257,ARIC,monocyte_ncnc_bld_1,White blood count x1000/mm3 (MAV). Q3 [Hematology Form. HMTA. Visit 1],HMTA03,phs000280.v4.pht004107.v2.phv00207257.v1,phs000280.v8.p2,phv00207257.v2.p2,pht004107.v3.p2,HMTA,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00207262,ARIC,monocyte_ncnc_bld_1,Monocytes % Q8 [Hematology Form. HMTA. Visit 1],HMTA08,phs000280.v4.pht004107.v2.phv00207262.v1,phs000280.v8.p2,phv00207262.v2.p2,pht004107.v3.p2,HMTA,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00207272,ARIC,monocyte_ncnc_bld_1,White blood count x1000/mm3 (MAV). Q3 [Hematology Form. HMTB. Visit 2],HMTB03,phs000280.v4.pht004108.v2.phv00207272.v1,phs000280.v8.p2,phv00207272.v2.p2,pht004108.v3.p2,HMTB,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00207277,ARIC,monocyte_ncnc_bld_1,Monocytes %. Q8 [Hematology Form. HMTB. Visit 2],HMTB08,phs000280.v4.pht004108.v2.phv00207277.v1,phs000280.v8.p2,phv00207277.v2.p2,pht004108.v3.p2,HMTB,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00294954,ARIC,monocyte_ncnc_bld_1,"White blood cell count, Wbc [Complete Blood Count, CBC, Visit 5]",CBC3,phs000280.v4.pht006422.v1.phv00294954.v1,phs000280.v8.p2,phv00294954.v2.p2,pht006422.v2.p2,CBC,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00294965,ARIC,monocyte_ncnc_bld_1,"Monocyte percentage, Mo [Complete Blood Count, CBC, Visit 5]",CBC14,phs000280.v4.pht006422.v1.phv00294965.v1,phs000280.v8.p2,phv00294965.v2.p2,pht006422.v2.p2,CBC,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00112439,CARDIA,monocyte_ncnc_bld_1,AGE VERIFY,A01AGE2,phs000285.v3.pht001559.v2.phv00112439.v2,phs000285.v3.p2,phv00112439.v2.p2,pht001559.v2.p2,A4F01,CARDIA Cohort
phv00112686,CARDIA,monocyte_ncnc_bld_1,WHITE CELL COUNT (X 1000),A05WBC,phs000285.v3.pht001563.v2.phv00112686.v2,phs000285.v3.p2,phv00112686.v2.p2,pht001563.v2.p2,A4F05,CARDIA Cohort
phv00112692,CARDIA,monocyte_ncnc_bld_1,MONOCYTES (%),A05MONO,phs000285.v3.pht001563.v2.phv00112692.v2,phs000285.v3.p2,phv00112692.v2.p2,pht001563.v2.p2,A4F05,CARDIA Cohort
phv00226251,HCHS_SOL,monocyte_ncnc_bld_1,Age,AGE,phs000810.v1.pht004715.v1.phv00226251.v1,phs000810.v2.p2,phv00226251.v2.p2,pht004715.v2.p2,HCHS_SOL_Cohort_Subject_Phenotypes,Hispanic Community Health Study /Study of Latinos (HCHS/SOL)
phv00226283,HCHS_SOL,monocyte_ncnc_bld_1,White Blood Count (x10e9) (LABA1),LABA1,phs000810.v1.pht004715.v1.phv00226283.v1,phs000810.v2.p2,phv00226283.v2.p2,pht004715.v2.p2,HCHS_SOL_Cohort_Subject_Phenotypes,Hispanic Community Health Study /Study of Latinos (HCHS/SOL)
phv00226286,HCHS_SOL,monocyte_ncnc_bld_1,% Monocytes (LABA12),LABA12,phs000810.v1.pht004715.v1.phv00226286.v1,phs000810.v2.p2,phv00226286.v2.p2,pht004715.v2.p2,HCHS_SOL_Cohort_Subject_Phenotypes,Hispanic Community Health Study /Study of Latinos (HCHS/SOL)
