Harmonized Variable,Harmonized Variable Description,SNOMED CT ID,NINDS CDE ID,Studies Mapped,Missing Samples (%)_x,Study Mapped,Variable Field Name,Variable Description,Missing Samples (%)_y,dataset,var,Study,Variable name,Variable description,dbGaP Study Accession,Variable accession,Dataset accession,Dataset name,phv,values,studyId,dtId,varId,is_categorical,is_continuous,columnmeta_is_stigmatized,columnmeta_name,description,columnmeta_min,HPDS_PATH,derived_group_id,columnmeta_hpds_path,columnmeta_var_id,columnmeta_var_group_description,derived_var_description,derived_variable_level_data,data_hierarchy,derived_group_description,columnmeta_max,columnmeta_description,derived_study_id,hashed_var_id,columnmeta_data_type,derived_var_id,columnmeta_study_id,is_stigmatized,derived_var_name,derived_study_abv_name,derived_study_description,columnmeta_var_group_id,derived_group_name,columnmeta_HPDS_PATH,min,max
VEGETABLES,Vegetables (servings per week),401070008,C10056,ARICFraminghamREGARDS,2.64,Framingham,vr_ffreq_ex06_1_0506d.ffd45,TOMATOES:(servings/week),0.262812089,vr_ffreq_ex06_1_0506d,ffd45,Framingham Cohort,FFD45,DERIVED FIELD:TOMATOES,phs000007.v33.p14,phv00477380.v1.p14,pht010751.v2.p14,vr_ffreq_ex01_2_0984s,phv00477380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEGETABLES,Vegetables (servings per week),401070008,C10056,ARICFraminghamREGARDS,2.64,Framingham,vr_ffreq_ex06_1_0506d.ffd45,TOMATOES:(servings/week),0.262812089,vr_ffreq_ex06_1_0506d,ffd45,Framingham Cohort,FFD45,DERIVED FIELD: SERVINGS PER WEEK - TOMATOES,phs000007.v33.p14,phv00070081.v7.p14,pht000680.v8.p14,ffreq1_5s,phv00070081,[],phs000007,pht000680,phv00070081,False,True,False,FFD45,DERIVED FIELD: SERVINGS PER WEEK - TOMATOES,0.0,\phs000007\pht000680\phv00070081\FFD45\,pht000680.v6,\phs000007\pht000680\phv00070081\FFD45\,phv00070081,"Food Frequency Questionnaire Data for Willett Purple Form, Offspring Cohort Exam 5",DERIVED FIELD: SERVINGS PER WEEK - TOMATOES,{},,"Food Frequency Questionnaire Data for Willett Purple Form, Offspring Cohort Exam 5",31.5,DERIVED FIELD: SERVINGS PER WEEK - TOMATOES,phs000007.v31,f152c4f4e35af3d2cc5ff7aad6fb4dbf71374c9dcdd509d0af54e547a62287b5,continuous,phv00070081.v5,phs000007,False,FFD45,FHS,Framingham Cohort,pht000680,ffreq1_5s,\phs000007\pht000680\phv00070081\FFD45\,0.0,31.5
VEGETABLES,Vegetables (servings per week),401070008,C10056,ARICFraminghamREGARDS,2.64,Framingham,vr_ffreq_ex06_1_0506d.ffd45,TOMATOES:(servings/week),0.262812089,vr_ffreq_ex06_1_0506d,ffd45,Framingham Cohort,FFD45,TOMATOES: (servings/week),phs000007.v33.p14,phv00172970.v5.p14,pht002900.v5.p14,vr_ffreq_ex02_3b_1345s,phv00172970,[],phs000007,pht002900,phv00172970,False,True,False,FFD45,Derived field: Tomatoes,0.0,\phs000007\pht002900\phv00172970\FFD45\,pht002900.v3,\phs000007\pht002900\phv00172970\FFD45\,phv00172970,"Food Frequency Questionnaire with Derived Variables, Generation 3 Exam 2. Variables that have FFQ at the beginning of the variable description are those questions on the actual FFQ questionnaire and answered by the participant. Variables that are described as derived fields were calculated using the answers to the FFQ questions.",Derived field: Tomatoes,{},,"Food Frequency Questionnaire with Derived Variables, Generation 3 Exam 2. Variables that have FFQ at the beginning of the variable description are those questions on the actual FFQ questionnaire and answered by the participant. Variables that are described as derived fields were calculated using the answers to the FFQ questions.",42.0,Derived field: Tomatoes,phs000007.v31,1fa3ac8d065ec7c9ff113935ce43c41c958b7e3994fad9bde9bcd565b4b41d75,continuous,phv00172970.v3,phs000007,False,FFD45,FHS,Framingham Cohort,pht002900,vr_ffreq_ex02_3_0713s,\phs000007\pht002900\phv00172970\FFD45\,0.0,42.0
VEGETABLES,Vegetables (servings per week),401070008,C10056,ARICFraminghamREGARDS,2.64,Framingham,vr_ffreq_ex06_1_0506d.ffd45,TOMATOES:(servings/week),0.262812089,vr_ffreq_ex06_1_0506d,ffd45,Framingham Cohort,FFD45,DERIVED FIELD:TOMATOES,phs000007.v33.p14,phv00162569.v7.p14,pht002350.v7.p14,vr_ffreq_ex08_1_0615s,phv00162569,[],phs000007,pht002350,phv00162569,False,True,False,FFD45,DERIVED FIELD:TOMATOES,0.0,\phs000007\pht002350\phv00162569\FFD45\,pht002350.v5,\phs000007\pht002350\phv00162569\FFD45\,phv00162569,"Food Frequency Questionnaire with Derived Variables, Offspring Cohort Exam 8. Variables that have FFQ at the beginning of the variable description are those questions on the actual FFQ questionnaire and answered by the participant. Variables that are described as derived fields were calculated using the answers to the FFQ questions. Variables beginning with NUT_ are calculated as 'per day' nutrient values. The following variables were used to create the derived nutrient fields and should not be used by the end user and were therefore deleted from the final dataset: MEASURE1, MEASURE2, MEASURE3, FRACT1, FRACT2, and FRACT3. Only valid FFQ data is included in this dataset. Valid FFQ data is defined as FFQs with less than 13 blanks and calorie intakes between 600-4199 kcal for men and between 600-3199 kcal for women. Dietary intakes have been assessed repeatedly for the original cohort and for the Offspring cohort since 1989 using the Harvard semi-quantitative food frequency questionnaire (FFQ) (Rimm et al. Am J Epidemiol 1992). The questionnaires were mailed to non-institutionalized participants before the examination and the participants were asked to bring the completed questionnaire with them to their appointment, at which time the FFQs were reviewed with the participant. The FFQ consists of a list of foods with a standard serving size and a selection of 9 frequency categories ranging from never or <1 serving/month to >= 6 servings/day. Participants were asked to report their frequency of consumption of each food item during the year prior to the examination. The FFQ also asked about the frequency and dose of vitamin and mineral supplements.",DERIVED FIELD:TOMATOES,{},,"Food Frequency Questionnaire with Derived Variables, Offspring Cohort Exam 8. Variables that have FFQ at the beginning of the variable description are those questions on the actual FFQ questionnaire and answered by the participant. Variables that are described as derived fields were calculated using the answers to the FFQ questions. Variables beginning with NUT_ are calculated as 'per day' nutrient values. The following variables were used to create the derived nutrient fields and should not be used by the end user and were therefore deleted from the final dataset: MEASURE1, MEASURE2, MEASURE3, FRACT1, FRACT2, and FRACT3. Only valid FFQ data is included in this dataset. Valid FFQ data is defined as FFQs with less than 13 blanks and calorie intakes between 600-4199 kcal for men and between 600-3199 kcal for women. Dietary intakes have been assessed repeatedly for the original cohort and for the Offspring cohort since 1989 using the Harvard semi-quantitative food frequency questionnaire (FFQ) (Rimm et al. Am J Epidemiol 1992). The questionnaires were mailed to non-institutionalized participants before the examination and the participants were asked to bring the completed questionnaire with them to their appointment, at which time the FFQs were reviewed with the participant. The FFQ consists of a list of foods with a standard serving size and a selection of 9 frequency categories ranging from never or <1 serving/month to >= 6 servings/day. Participants were asked to report their frequency of consumption of each food item during the year prior to the examination. The FFQ also asked about the frequency and dose of vitamin and mineral supplements.",42.0,DERIVED FIELD:TOMATOES,phs000007.v31,3328a3c3558a2d24b37256a7811ceebb0efefeac51048de2678e3f15bc66e7e9,continuous,phv00162569.v5,phs000007,False,FFD45,FHS,Framingham Cohort,pht002350,vr_ffreq_ex08_1_0615s,\phs000007\pht002350\phv00162569\FFD45\,0.0,42.0
VEGETABLES,Vegetables (servings per week),401070008,C10056,ARICFraminghamREGARDS,2.64,Framingham,vr_ffreq_ex06_1_0506d.ffd45,TOMATOES:(servings/week),0.262812089,vr_ffreq_ex06_1_0506d,ffd45,Framingham Cohort,FFD45,DERIVED FIELD: SERVINGS PER WEEK - TOMATOES,phs000007.v33.p14,phv00158435.v1.p14,pht002153.v2.p14,ffreq0_22s,phv00158435,[],phs000007,pht002153,phv00158435,False,True,False,FFD45,DERIVED FIELD: SERVINGS PER WEEK - TOMATOES,0.0,\phs000007\pht002153\phv00158435\FFD45\,pht002153.v1,\phs000007\pht002153\phv00158435\FFD45\,phv00158435,"Food Frequency Questionnaire Data for Willett Purple Form, Original Cohort Exam 22",DERIVED FIELD: SERVINGS PER WEEK - TOMATOES,{},,"Food Frequency Questionnaire Data for Willett Purple Form, Original Cohort Exam 22",17.5,DERIVED FIELD: SERVINGS PER WEEK - TOMATOES,phs000007.v31,b82cf8684c5650e4425f296dad0b94a3f30d61bf029788f89c97c5c1aa24cda7,continuous,phv00158435.v1,phs000007,False,FFD45,FHS,Framingham Cohort,pht002153,ffreq0_22s,\phs000007\pht002153\phv00158435\FFD45\,0.0,17.5
VEGETABLES,Vegetables (servings per week),401070008,C10056,ARICFraminghamREGARDS,2.64,Framingham,vr_ffreq_ex06_1_0506d.ffd45,TOMATOES:(servings/week),0.262812089,vr_ffreq_ex06_1_0506d,ffd45,Framingham Cohort,FFD45,DERIVED FIELD: SERVINGS PER WEEK - TOMATOES,phs000007.v33.p14,phv00157632.v1.p14,pht002151.v2.p14,ffreq0_20s,phv00157632,[],phs000007,pht002151,phv00157632,False,True,False,FFD45,DERIVED FIELD: SERVINGS PER WEEK - TOMATOES,0.0,\phs000007\pht002151\phv00157632\FFD45\,pht002151.v1,\phs000007\pht002151\phv00157632\FFD45\,phv00157632,"Food Frequency Questionnaire Data for Willett Purple Form, Original Cohort Exam 20",DERIVED FIELD: SERVINGS PER WEEK - TOMATOES,{},,"Food Frequency Questionnaire Data for Willett Purple Form, Original Cohort Exam 20",31.5,DERIVED FIELD: SERVINGS PER WEEK - TOMATOES,phs000007.v31,b0c687d3629ad8960d165a8bf0fea5a15c42c310432e03f9bb4c1a2738115261,continuous,phv00157632.v1,phs000007,False,FFD45,FHS,Framingham Cohort,pht002151,ffreq0_20s,\phs000007\pht002151\phv00157632\FFD45\,0.0,31.5
VEGETABLES,Vegetables (servings per week),401070008,C10056,ARICFraminghamREGARDS,2.64,Framingham,vr_ffreq_ex06_1_0506d.ffd45,TOMATOES:(servings/week),0.262812089,vr_ffreq_ex06_1_0506d,ffd45,Framingham Cohort,FFD45,DERIVED FIELD:TOMATOES,phs000007.v33.p14,phv00157191.v5.p14,pht002150.v6.p14,vr_ffreq_ex01_3_0587s,phv00157191,[],phs000007,pht002150,phv00157191,False,True,False,FFD45,DERIVED FIELD:TOMATOES,0.0,\phs000007\pht002150\phv00157191\FFD45\,pht002150.v4,\phs000007\pht002150\phv00157191\FFD45\,phv00157191,"Food Frequency Questionnaire (FFQ) and Derived Variables, Generation 3 Cohort Exam 1. Variables that have FFQ at the beginning of the description are those questions on the actual FFQ and answered by the participant. Variables that are described as derived fields were calculated using the answers to the FFQ questions. Variables beginning with NUT_ are calculated as 'per day' nutrient values.",DERIVED FIELD:TOMATOES,{},,"Food Frequency Questionnaire (FFQ) and Derived Variables, Generation 3 Cohort Exam 1. Variables that have FFQ at the beginning of the description are those questions on the actual FFQ and answered by the participant. Variables that are described as derived fields were calculated using the answers to the FFQ questions. Variables beginning with NUT_ are calculated as 'per day' nutrient values.",42.0,DERIVED FIELD:TOMATOES,phs000007.v31,b207b482b4d1f5cf3269c6671c39100305f476f67c325cc28bab8b30785c830c,continuous,phv00157191.v4,phs000007,False,FFD45,FHS,Framingham Cohort,pht002150,vr_ffreq_ex01_3_0587s,\phs000007\pht002150\phv00157191\FFD45\,0.0,42.0
VEGETABLES,Vegetables (servings per week),401070008,C10056,ARICFraminghamREGARDS,2.64,Framingham,vr_ffreq_ex06_1_0506d.ffd45,TOMATOES:(servings/week),0.262812089,vr_ffreq_ex06_1_0506d,ffd45,Framingham Cohort,FFD45,DERIVED FIELD: SERVINGS PER WEEK - TOMATOES,phs000007.v33.p14,phv00068488.v7.p14,pht000681.v8.p14,ffreq1_6s,phv00068488,[],phs000007,pht000681,phv00068488,False,True,False,FFD45,DERIVED FIELD: SERVINGS PER WEEK - TOMATOES,0.0,\phs000007\pht000681\phv00068488\FFD45\,pht000681.v6,\phs000007\pht000681\phv00068488\FFD45\,phv00068488,"Food Frequency Questionnaire Data for Willett Purple Form, Offspring Cohort Exam 6",DERIVED FIELD: SERVINGS PER WEEK - TOMATOES,{},,"Food Frequency Questionnaire Data for Willett Purple Form, Offspring Cohort Exam 6",31.5,DERIVED FIELD: SERVINGS PER WEEK - TOMATOES,phs000007.v31,49c22d64388f6d3ec1e0dd15aa375d8dd32a5e491017a2ea744ea74ff922d139,continuous,phv00068488.v5,phs000007,False,FFD45,FHS,Framingham Cohort,pht000681,ffreq1_6s,\phs000007\pht000681\phv00068488\FFD45\,0.0,31.5
VEGETABLES,Vegetables (servings per week),401070008,C10056,ARICFraminghamREGARDS,2.64,Framingham,vr_ffreq_ex06_1_0506d.ffd45,TOMATOES:(servings/week),0.262812089,vr_ffreq_ex06_1_0506d,ffd45,Framingham Cohort,FFD45,TOMATOES,phs000007.v33.p14,phv00523887.v1.p14,pht012909.v1.p14,vr_ffreq_ex02_7_1301s,phv00523887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEGETABLES,Vegetables (servings per week),401070008,C10056,ARICFraminghamREGARDS,2.64,Framingham,vr_ffreq_ex06_1_0506d.ffd45,TOMATOES:(servings/week),0.262812089,vr_ffreq_ex06_1_0506d,ffd45,Framingham Cohort,FFD45,DERIVED FIELD:TOMATOES,phs000007.v33.p14,phv00477943.v1.p14,pht010752.v2.p14,vr_ffreq_ex01_72_0975s,phv00477943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEGETABLES,Vegetables (servings per week),401070008,C10056,ARICFraminghamREGARDS,2.64,Framingham,vr_ffreq_ex06_1_0506d.ffd45,TOMATOES:(servings/week),0.262812089,vr_ffreq_ex06_1_0506d,ffd45,Framingham Cohort,FFD45,DERIVED FIELD:TOMATOES,phs000007.v33.p14,phv00478504.v2.p14,pht010753.v2.p14,vr_ffreq_ex03_7_0973s,phv00478504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEGETABLES,Vegetables (servings per week),401070008,C10056,ARICFraminghamREGARDS,2.64,Framingham,vr_ffreq_ex06_1_0506d.ffd45,TOMATOES:(servings/week),0.262812089,vr_ffreq_ex06_1_0506d,ffd45,Framingham Cohort,FFD45,TOMATOES: (servings/week),phs000007.v33.p14,phv00479157.v2.p14,pht010754.v2.p14,vr_ffreq_ex09_1b_1636s,phv00479157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEGETABLES,Vegetables (servings per week),401070008,C10056,ARICFraminghamREGARDS,2.64,Framingham,vr_ffreq_ex06_1_0506d.ffd45,TOMATOES:(servings/week),0.262812089,vr_ffreq_ex06_1_0506d,ffd45,Framingham Cohort,FFD45,DERIVED FIELD: SERVINGS PER WEEK - TOMATOES,phs000007.v33.p14,phv00069057.v7.p14,pht000682.v8.p14,ffreq1_7s,phv00069057,[],phs000007,pht000682,phv00069057,False,True,False,FFD45,DERIVED FIELD: SERVINGS PER WEEK - TOMATOES,0.0,\phs000007\pht000682\phv00069057\FFD45\,pht000682.v6,\phs000007\pht000682\phv00069057\FFD45\,phv00069057,"Food Frequency Questionnaire Data for Willett Purple Form, Offspring Cohort Exam 7",DERIVED FIELD: SERVINGS PER WEEK - TOMATOES,{},,"Food Frequency Questionnaire Data for Willett Purple Form, Offspring Cohort Exam 7",17.5,DERIVED FIELD: SERVINGS PER WEEK - TOMATOES,phs000007.v31,8a75c323aebca500d8e7649b84cdee4720cb5669cdca3598fce9ee7b269f6564,continuous,phv00069057.v5,phs000007,False,FFD45,FHS,Framingham Cohort,pht000682,ffreq1_7s,\phs000007\pht000682\phv00069057\FFD45\,0.0,17.5
VEGETABLES,Vegetables (servings per week),401070008,C10056,ARICFraminghamREGARDS,2.64,Framingham,vr_ffreq_ex06_1_0506d.ffd45,TOMATOES:(servings/week),0.262812089,vr_ffreq_ex06_1_0506d,ffd45,Framingham Cohort,FFD45,TOMATOES: (servings/week),phs000007.v33.p14,phv00524544.v1.p14,pht012910.v1.p14,vr_ffreq_ex03_3b_1344s,phv00524544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEGETABLES,Vegetables (servings per week),401070008,C10056,ARICFraminghamREGARDS,2.64,Framingham,vr_ffreq_ex06_1_0506d.ffd50,STRING BEANS:(servings/week),0.361366623,vr_ffreq_ex06_1_0506d,ffd50,Framingham Cohort,FFD50,STRING BEANS: (servings/week),phs000007.v33.p14,phv00524548.v1.p14,pht012910.v1.p14,vr_ffreq_ex03_3b_1344s,phv00524548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEGETABLES,Vegetables (servings per week),401070008,C10056,ARICFraminghamREGARDS,2.64,Framingham,vr_ffreq_ex06_1_0506d.ffd50,STRING BEANS:(servings/week),0.361366623,vr_ffreq_ex06_1_0506d,ffd50,Framingham Cohort,FFD50,DERIVED FIELD:STRING BEANS,phs000007.v33.p14,phv00157196.v5.p14,pht002150.v6.p14,vr_ffreq_ex01_3_0587s,phv00157196,[],phs000007,pht002150,phv00157196,False,True,False,FFD50,DERIVED FIELD:STRING BEANS,0.0,\phs000007\pht002150\phv00157196\FFD50\,pht002150.v4,\phs000007\pht002150\phv00157196\FFD50\,phv00157196,"Food Frequency Questionnaire (FFQ) and Derived Variables, Generation 3 Cohort Exam 1. Variables that have FFQ at the beginning of the description are those questions on the actual FFQ and answered by the participant. Variables that are described as derived fields were calculated using the answers to the FFQ questions. Variables beginning with NUT_ are calculated as 'per day' nutrient values.",DERIVED FIELD:STRING BEANS,{},,"Food Frequency Questionnaire (FFQ) and Derived Variables, Generation 3 Cohort Exam 1. Variables that have FFQ at the beginning of the description are those questions on the actual FFQ and answered by the participant. Variables that are described as derived fields were calculated using the answers to the FFQ questions. Variables beginning with NUT_ are calculated as 'per day' nutrient values.",17.5,DERIVED FIELD:STRING BEANS,phs000007.v31,a83eee7efcd8a10f33691b0759b782b2efe2419e5de57ee2b63621ba7c56e938,continuous,phv00157196.v4,phs000007,False,FFD50,FHS,Framingham Cohort,pht002150,vr_ffreq_ex01_3_0587s,\phs000007\pht002150\phv00157196\FFD50\,0.0,17.5
VEGETABLES,Vegetables (servings per week),401070008,C10056,ARICFraminghamREGARDS,2.64,Framingham,vr_ffreq_ex06_1_0506d.ffd50,STRING BEANS:(servings/week),0.361366623,vr_ffreq_ex06_1_0506d,ffd50,Framingham Cohort,FFD50,DERIVED FIELD: SERVINGS PER WEEK - STRING BEANS,phs000007.v33.p14,phv00157637.v1.p14,pht002151.v2.p14,ffreq0_20s,phv00157637,[],phs000007,pht002151,phv00157637,False,True,False,FFD50,DERIVED FIELD: SERVINGS PER WEEK - STRING BEANS,0.0,\phs000007\pht002151\phv00157637\FFD50\,pht002151.v1,\phs000007\pht002151\phv00157637\FFD50\,phv00157637,"Food Frequency Questionnaire Data for Willett Purple Form, Original Cohort Exam 20",DERIVED FIELD: SERVINGS PER WEEK - STRING BEANS,{},,"Food Frequency Questionnaire Data for Willett Purple Form, Original Cohort Exam 20",7.0,DERIVED FIELD: SERVINGS PER WEEK - STRING BEANS,phs000007.v31,cf91096c6470eaadcd30b261c20f16a1f92a9336f994f3226360cac622e3d43d,continuous,phv00157637.v1,phs000007,False,FFD50,FHS,Framingham Cohort,pht002151,ffreq0_20s,\phs000007\pht002151\phv00157637\FFD50\,0.0,7.0
VEGETABLES,Vegetables (servings per week),401070008,C10056,ARICFraminghamREGARDS,2.64,Framingham,vr_ffreq_ex06_1_0506d.ffd50,STRING BEANS:(servings/week),0.361366623,vr_ffreq_ex06_1_0506d,ffd50,Framingham Cohort,FFD50,DERIVED FIELD: SERVINGS PER WEEK - STRING BEANS,phs000007.v33.p14,phv00158440.v1.p14,pht002153.v2.p14,ffreq0_22s,phv00158440,[],phs000007,pht002153,phv00158440,False,True,False,FFD50,DERIVED FIELD: SERVINGS PER WEEK - STRING BEANS,0.0,\phs000007\pht002153\phv00158440\FFD50\,pht002153.v1,\phs000007\pht002153\phv00158440\FFD50\,phv00158440,"Food Frequency Questionnaire Data for Willett Purple Form, Original Cohort Exam 22",DERIVED FIELD: SERVINGS PER WEEK - STRING BEANS,{},,"Food Frequency Questionnaire Data for Willett Purple Form, Original Cohort Exam 22",7.0,DERIVED FIELD: SERVINGS PER WEEK - STRING BEANS,phs000007.v31,1d04e1b6e328f9eae2f732ee426442916120799a436095043c4d3c95d16928af,continuous,phv00158440.v1,phs000007,False,FFD50,FHS,Framingham Cohort,pht002153,ffreq0_22s,\phs000007\pht002153\phv00158440\FFD50\,0.0,7.0
VEGETABLES,Vegetables (servings per week),401070008,C10056,ARICFraminghamREGARDS,2.64,Framingham,vr_ffreq_ex06_1_0506d.ffd50,STRING BEANS:(servings/week),0.361366623,vr_ffreq_ex06_1_0506d,ffd50,Framingham Cohort,FFD50,DERIVED FIELD:STRING BEANS,phs000007.v33.p14,phv00162574.v7.p14,pht002350.v7.p14,vr_ffreq_ex08_1_0615s,phv00162574,[],phs000007,pht002350,phv00162574,False,True,False,FFD50,DERIVED FIELD:STRING BEANS,0.0,\phs000007\pht002350\phv00162574\FFD50\,pht002350.v5,\phs000007\pht002350\phv00162574\FFD50\,phv00162574,"Food Frequency Questionnaire with Derived Variables, Offspring Cohort Exam 8. Variables that have FFQ at the beginning of the variable description are those questions on the actual FFQ questionnaire and answered by the participant. Variables that are described as derived fields were calculated using the answers to the FFQ questions. Variables beginning with NUT_ are calculated as 'per day' nutrient values. The following variables were used to create the derived nutrient fields and should not be used by the end user and were therefore deleted from the final dataset: MEASURE1, MEASURE2, MEASURE3, FRACT1, FRACT2, and FRACT3. Only valid FFQ data is included in this dataset. Valid FFQ data is defined as FFQs with less than 13 blanks and calorie intakes between 600-4199 kcal for men and between 600-3199 kcal for women. Dietary intakes have been assessed repeatedly for the original cohort and for the Offspring cohort since 1989 using the Harvard semi-quantitative food frequency questionnaire (FFQ) (Rimm et al. Am J Epidemiol 1992). The questionnaires were mailed to non-institutionalized participants before the examination and the participants were asked to bring the completed questionnaire with them to their appointment, at which time the FFQs were reviewed with the participant. The FFQ consists of a list of foods with a standard serving size and a selection of 9 frequency categories ranging from never or <1 serving/month to >= 6 servings/day. Participants were asked to report their frequency of consumption of each food item during the year prior to the examination. The FFQ also asked about the frequency and dose of vitamin and mineral supplements.",DERIVED FIELD:STRING BEANS,{},,"Food Frequency Questionnaire with Derived Variables, Offspring Cohort Exam 8. Variables that have FFQ at the beginning of the variable description are those questions on the actual FFQ questionnaire and answered by the participant. Variables that are described as derived fields were calculated using the answers to the FFQ questions. Variables beginning with NUT_ are calculated as 'per day' nutrient values. The following variables were used to create the derived nutrient fields and should not be used by the end user and were therefore deleted from the final dataset: MEASURE1, MEASURE2, MEASURE3, FRACT1, FRACT2, and FRACT3. Only valid FFQ data is included in this dataset. Valid FFQ data is defined as FFQs with less than 13 blanks and calorie intakes between 600-4199 kcal for men and between 600-3199 kcal for women. Dietary intakes have been assessed repeatedly for the original cohort and for the Offspring cohort since 1989 using the Harvard semi-quantitative food frequency questionnaire (FFQ) (Rimm et al. Am J Epidemiol 1992). The questionnaires were mailed to non-institutionalized participants before the examination and the participants were asked to bring the completed questionnaire with them to their appointment, at which time the FFQs were reviewed with the participant. The FFQ consists of a list of foods with a standard serving size and a selection of 9 frequency categories ranging from never or <1 serving/month to >= 6 servings/day. Participants were asked to report their frequency of consumption of each food item during the year prior to the examination. The FFQ also asked about the frequency and dose of vitamin and mineral supplements.",7.0,DERIVED FIELD:STRING BEANS,phs000007.v31,4849b1351afa10ff1ed74ca0538b324a392b65ad7a83cb52801ce961ac72d295,continuous,phv00162574.v5,phs000007,False,FFD50,FHS,Framingham Cohort,pht002350,vr_ffreq_ex08_1_0615s,\phs000007\pht002350\phv00162574\FFD50\,0.0,7.0
VEGETABLES,Vegetables (servings per week),401070008,C10056,ARICFraminghamREGARDS,2.64,Framingham,vr_ffreq_ex06_1_0506d.ffd50,STRING BEANS:(servings/week),0.361366623,vr_ffreq_ex06_1_0506d,ffd50,Framingham Cohort,FFD50,STRING BEANS: (servings/week),phs000007.v33.p14,phv00172974.v5.p14,pht002900.v5.p14,vr_ffreq_ex02_3b_1345s,phv00172974,[],phs000007,pht002900,phv00172974,False,True,False,FFD50,Derived field: String beans,0.0,\phs000007\pht002900\phv00172974\FFD50\,pht002900.v3,\phs000007\pht002900\phv00172974\FFD50\,phv00172974,"Food Frequency Questionnaire with Derived Variables, Generation 3 Exam 2. Variables that have FFQ at the beginning of the variable description are those questions on the actual FFQ questionnaire and answered by the participant. Variables that are described as derived fields were calculated using the answers to the FFQ questions.",Derived field: String beans,{},,"Food Frequency Questionnaire with Derived Variables, Generation 3 Exam 2. Variables that have FFQ at the beginning of the variable description are those questions on the actual FFQ questionnaire and answered by the participant. Variables that are described as derived fields were calculated using the answers to the FFQ questions.",42.0,Derived field: String beans,phs000007.v31,f87ab435242561b1b5ada61f8906e38e75093be7e4a02b4af1c3615bc07e8c22,continuous,phv00172974.v3,phs000007,False,FFD50,FHS,Framingham Cohort,pht002900,vr_ffreq_ex02_3_0713s,\phs000007\pht002900\phv00172974\FFD50\,0.0,42.0
VEGETABLES,Vegetables (servings per week),401070008,C10056,ARICFraminghamREGARDS,2.64,Framingham,vr_ffreq_ex06_1_0506d.ffd50,STRING BEANS:(servings/week),0.361366623,vr_ffreq_ex06_1_0506d,ffd50,Framingham Cohort,FFD50,DERIVED FIELD:STRING BEANS,phs000007.v33.p14,phv00477385.v1.p14,pht010751.v2.p14,vr_ffreq_ex01_2_0984s,phv00477385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEGETABLES,Vegetables (servings per week),401070008,C10056,ARICFraminghamREGARDS,2.64,Framingham,vr_ffreq_ex06_1_0506d.ffd50,STRING BEANS:(servings/week),0.361366623,vr_ffreq_ex06_1_0506d,ffd50,Framingham Cohort,FFD50,DERIVED FIELD:STRING BEANS,phs000007.v33.p14,phv00477948.v1.p14,pht010752.v2.p14,vr_ffreq_ex01_72_0975s,phv00477948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEGETABLES,Vegetables (servings per week),401070008,C10056,ARICFraminghamREGARDS,2.64,Framingham,vr_ffreq_ex06_1_0506d.ffd50,STRING BEANS:(servings/week),0.361366623,vr_ffreq_ex06_1_0506d,ffd50,Framingham Cohort,FFD50,DERIVED FIELD:STRING BEANS,phs000007.v33.p14,phv00478509.v2.p14,pht010753.v2.p14,vr_ffreq_ex03_7_0973s,phv00478509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEGETABLES,Vegetables (servings per week),401070008,C10056,ARICFraminghamREGARDS,2.64,Framingham,vr_ffreq_ex06_1_0506d.ffd50,STRING BEANS:(servings/week),0.361366623,vr_ffreq_ex06_1_0506d,ffd50,Framingham Cohort,FFD50,STRING BEANS: (servings/week),phs000007.v33.p14,phv00479161.v2.p14,pht010754.v2.p14,vr_ffreq_ex09_1b_1636s,phv00479161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEGETABLES,Vegetables (servings per week),401070008,C10056,ARICFraminghamREGARDS,2.64,Framingham,vr_ffreq_ex06_1_0506d.ffd50,STRING BEANS:(servings/week),0.361366623,vr_ffreq_ex06_1_0506d,ffd50,Framingham Cohort,FFD50,STRING BEANS,phs000007.v33.p14,phv00523892.v1.p14,pht012909.v1.p14,vr_ffreq_ex02_7_1301s,phv00523892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
